THIS FILE IS A RANDOMLY GENERATED DATASET FOR TESTING CLUSTERING ALGORITHM.
COMMENT: COORDINATE IS OF RANGE 9999999
POINT TYPE: 2D
NUM_POINTS: 20000
NODE_COORD_SECTION
1	4972975	5534168
2	5189099	7923702
3	6478619	1698871
4	8227995	8964109
5	6139304	4067282
6	6951946	8537528
7	5980734	8104186
8	8169410	579232
9	2022967	3951293
10	2764854	325495
11	2982977	5288199
12	5614461	3653698
13	7550492	1018099
14	5335857	1835876
15	2704715	2017948
16	8026492	6045495
17	488730	5517281
18	4297011	5566986
19	6214847	7055112
20	5101053	8408363
21	7549050	2904935
22	9358031	4325928
23	7692118	3096601
24	73543	6115671
25	9053143	7763181
26	7793903	9377405
27	4715489	1436677
28	1808357	4075771
29	8543224	7078956
30	9247075	8811033
31	665447	1993803
32	6577926	5380778
33	501043	8241654
34	3833114	8443432
35	7436853	8166382
36	4385462	1952533
37	4855261	7315824
38	1651889	1113542
39	533917	7155530
40	1265596	60136
41	4652160	9378543
42	4992627	9424862
43	8168501	5575598
44	1303556	3766270
45	5469766	4692339
46	6159176	8466201
47	5553894	1075036
48	9758544	6769760
49	2996956	9901440
50	603337	6755067
51	203079	9279704
52	9791669	8126643
53	5751434	4060507
54	3289601	3008542
55	1632202	8678615
56	7566054	1349049
57	7542794	9194540
58	1914361	513792
59	9796928	2089336
60	3351988	53415
61	9379825	9325233
62	1465563	8651268
63	6315187	8093184
64	5507882	9791248
65	1123775	5382913
66	4744692	2451170
67	9664109	5450587
68	717023	8080197
69	435603	7236655
70	3849871	7355701
71	1586725	8425119
72	54946	8721778
73	1376876	7074191
74	5894050	5972724
75	1094748	2145560
76	3615058	8127947
77	6774521	6556684
78	1566700	2006630
79	7605224	8996620
80	1663961	2310463
81	9836458	7016545
82	1666623	7865597
83	4064653	5698127
84	4179322	1851376
85	9539435	8694559
86	8058495	4533814
87	2986902	6636196
88	4046121	8177079
89	3964868	3846222
90	8744142	2687081
91	1624094	7983545
92	566857	1587594
93	5210668	1116606
94	2166821	9387768
95	3711023	3943652
96	1698243	6990514
97	17632	9882646
98	780772	2025886
99	4704095	9464145
100	2748970	431292
101	3220719	9870232
102	5885337	3201656
103	7497718	3841730
104	7471368	6620746
105	4305066	2239874
106	7866878	7354997
107	3495812	1444087
108	4235386	7513524
109	5746514	4633682
110	2287481	1744492
111	2057938	7962264
112	1800149	6465243
113	1854711	7230085
114	5871129	729932
115	2865557	722664
116	6971052	7880591
117	414390	8460624
118	187415	3088510
119	8580832	1614910
120	3963916	4919636
121	5055826	5829371
122	8766904	5111802
123	5739829	2952053
124	5280016	6784809
125	1369412	8295696
126	5185138	9795684
127	5610794	246873
128	8925033	9653330
129	9668431	6460656
130	9248266	5018116
131	1764836	574238
132	7883709	2960340
133	477081	4566601
134	3023547	5932686
135	2869807	5766893
136	5299179	7833356
137	2326363	3321101
138	7048579	5101288
139	8212078	5939804
140	8496404	7795250
141	3849891	6121382
142	5989077	2062179
143	1489863	9036582
144	1466440	3805230
145	4416482	5485989
146	4489379	665991
147	2024587	8793280
148	1608062	5064980
149	8729517	8514473
150	944038	51541
151	2445085	4198721
152	7549059	8294994
153	3791337	2351016
154	8147174	2712812
155	3270158	2078610
156	1245205	2305352
157	946181	8454300
158	3558594	8191725
159	8012829	2260033
160	9469294	7995732
161	2872180	2654748
162	6569477	9704615
163	927361	5751494
164	4518455	29056
165	5563678	3334476
166	5451231	8677783
167	7191633	5999296
168	3885808	8148669
169	7975530	951777
170	2164940	9271378
171	8769175	3963187
172	5052687	6072821
173	5810550	4491807
174	8209767	9342459
175	7782722	7911258
176	7127199	4076937
177	8345279	4574927
178	7246292	4047435
179	8280838	6412386
180	2940590	2621356
181	8345237	9449171
182	676213	7152753
183	1938734	8043458
184	3373350	2752922
185	3588939	8604905
186	6409484	2737931
187	8035679	5285502
188	826943	265597
189	5795558	9462705
190	8078801	4929015
191	2069383	9572342
192	8635191	528883
193	1456218	4180284
194	5912326	7210538
195	6730823	1719611
196	2454189	5102279
197	3711579	3829310
198	7294199	3634858
199	7096524	9814649
200	2785122	6477064
201	9788260	3280302
202	1212974	6930543
203	4870964	1240211
204	1976151	1944746
205	8540719	8319387
206	4788555	2042040
207	7911110	6001092
208	8491044	7582977
209	4749912	1617927
210	7870891	5689270
211	9806980	6135862
212	1866561	2099938
213	5758629	9333866
214	5609261	7681990
215	16379	5350720
216	4702342	1772983
217	6145019	1212163
218	6153506	3306753
219	7671801	9853197
220	7739141	5314535
221	4092259	8652228
222	2035688	3465512
223	8997152	1078840
224	1862964	4162720
225	5339101	3026755
226	2503366	2634720
227	7042034	8363085
228	8946983	741814
229	8278701	906006
230	8945358	235653
231	4570713	7919167
232	9313187	6833624
233	3715000	8062439
234	9660351	1411607
235	4876686	678966
236	6490468	4927592
237	5362950	5490769
238	5035977	6715896
239	2270237	4977619
240	9702948	5636786
241	3289872	8040832
242	4808795	8336857
243	1118597	7332232
244	5787341	8769126
245	5383280	3225338
246	1101271	3616554
247	9052412	6574168
248	2893243	7343308
249	3702267	2693519
250	3641666	2197237
251	6374761	5138732
252	459770	7425183
253	5219417	820350
254	2730165	8862897
255	2338314	3845704
256	7662267	6079118
257	2463175	6803173
258	2534797	4299503
259	6215449	4041516
260	4932235	339327
261	6613662	7419062
262	2002418	6340579
263	2612935	7091446
264	3722639	529645
265	9233486	3889402
266	9440808	6241790
267	7579150	5263599
268	1069354	8753901
269	311576	4212238
270	6900058	4758622
271	5763275	6472088
272	9957169	6493248
273	9470792	6850465
274	2263507	8807965
275	5354881	3202068
276	9056662	4667423
277	6444775	702442
278	2407501	4426664
279	3683092	5658058
280	4139446	6685043
281	6304753	1914033
282	9415488	8717373
283	5702734	9091611
284	4431173	2397651
285	2482663	6923000
286	4490785	8578816
287	512557	9513835
288	1566728	8184108
289	2170123	2372389
290	6816788	5508055
291	386384	7769203
292	9141918	2257522
293	125823	5867649
294	8841691	7226993
295	2816482	3270706
296	2308834	9604411
297	1223894	8902049
298	4180139	1222168
299	9688073	4334679
300	4764722	9300504
301	3329080	2522482
302	2087949	5898785
303	2827180	1710681
304	4469581	6486763
305	3272924	8162062
306	9535578	5030231
307	5176570	412779
308	7106402	4068169
309	9274778	3605973
310	8709467	3641475
311	7157684	4062535
312	3569612	3712612
313	6834453	7774748
314	9546673	3206586
315	8317691	1727768
316	1382356	7606101
317	1897439	8964618
318	5850306	4772883
319	4291688	1951918
320	6695180	6682797
321	8834197	4128764
322	4772764	1681850
323	9097487	4686695
324	4642429	4947303
325	1416471	6629981
326	5976133	6765492
327	7318365	412173
328	7730787	6128453
329	8982784	7078272
330	5775913	4932668
331	3396520	7131977
332	8127475	3476076
333	4849115	6951780
334	6771592	8211283
335	6246575	3444541
336	625547	8468115
337	5615110	9727359
338	9922183	3923336
339	925842	9065420
340	9136446	6138210
341	3983219	8802795
342	4857717	1924855
343	8037237	1329092
344	8115782	7902952
345	9982438	6219040
346	8961078	1519438
347	1816008	4299972
348	4644366	7633248
349	600373	2851088
350	6249667	5270071
351	3249611	286740
352	2369644	5442772
353	390292	7943706
354	5959011	8650628
355	3725252	709163
356	8289640	2062
357	7388202	1777394
358	7354383	6313192
359	7899718	999604
360	212219	2276388
361	3943093	1683817
362	2835505	8165723
363	3173397	377901
364	8048849	8467168
365	30715	5212537
366	1100152	7263714
367	1278880	7061523
368	3807356	7908570
369	3106217	4543112
370	3892863	1624989
371	6362314	5742359
372	3918283	7702733
373	7151902	2533430
374	1598263	8334625
375	1981045	5007640
376	8826097	1391925
377	4622244	3653961
378	8371236	2951162
379	7451536	1812177
380	8483608	3557260
381	6175899	7353465
382	9649779	7801036
383	2337	2000621
384	6817042	3659969
385	4239689	5483031
386	5861666	2367959
387	4873870	7901093
388	5606811	1680261
389	1162045	3279231
390	5314592	3205868
391	5976333	6717511
392	4784553	4370237
393	3139612	6227154
394	7099133	3401122
395	4619518	6618464
396	1395376	4808939
397	9874758	9368848
398	1034227	1296635
399	1659782	8064323
400	4456154	7896870
401	6738228	2706744
402	943930	3885363
403	2235974	5456451
404	3077869	4015670
405	7138595	2687247
406	809091	1114778
407	3756098	7640356
408	8639839	4764891
409	4321152	211948
410	9765703	1788917
411	201100	7984314
412	5115765	9483028
413	4544951	7449289
414	1324186	2119039
415	9515865	35963
416	9942928	613452
417	7977499	2688902
418	7610159	3977719
419	8335420	8264892
420	2018371	9969936
421	1946507	4191542
422	7574278	1194155
423	6961734	9439495
424	9144530	6698375
425	4249128	8958402
426	3002308	525691
427	1554953	4438530
428	1626901	6175318
429	6848009	6776208
430	1646473	638722
431	8134319	5097853
432	2382322	2809589
433	2658840	241183
434	4044718	3777921
435	6053385	4451834
436	7261757	3490123
437	4473193	7740086
438	5826143	9347985
439	6029222	1408253
440	822518	3650978
441	3743210	2734390
442	1306688	8030123
443	4964333	7839332
444	2082321	5113568
445	991626	1765431
446	1189677	5993098
447	7949968	2965031
448	3874838	2556251
449	4804038	1244860
450	4740893	986726
451	5060101	4284897
452	6386829	9642
453	4443933	5152321
454	205977	362244
455	2594616	1380208
456	695234	9565429
457	6941129	9390009
458	7707176	6312683
459	1247249	9243841
460	2144714	6811356
461	9861400	504431
462	6750196	9701541
463	5657672	4593411
464	3955136	9329334
465	318198	8367112
466	3361117	9196883
467	4282858	1634292
468	5776383	1949652
469	6781099	3780678
470	2722124	3723265
471	7582113	3423446
472	9067499	1566104
473	4365505	6882010
474	9723184	9752951
475	8280927	293565
476	477305	7984559
477	4130935	8265604
478	7526549	8135932
479	3164162	7819058
480	9020653	6133065
481	847698	5489951
482	6112425	4424737
483	1027537	8994044
484	1832371	6176061
485	2252425	8953275
486	1189300	61573
487	648212	3281744
488	482376	7632726
489	4553815	4518790
490	8234872	1623579
491	5722974	9065702
492	6671558	7013985
493	412210	7002253
494	1261332	5532132
495	9677554	7746919
496	1341563	6832164
497	6785954	2993316
498	8445984	1415720
499	330079	4714597
500	9439991	4554483
501	5277781	7587329
502	5376416	9969463
503	9304431	1915154
504	8670358	1302741
505	2722382	6157177
506	5010724	8215631
507	4293752	7115123
508	6632351	7373718
509	9836893	6229885
510	6057587	8142894
511	4993615	6171899
512	3325710	6487223
513	5286326	520475
514	6610861	3675114
515	3006007	5621110
516	5671915	4995523
517	5317377	218459
518	6883615	5200842
519	937302	3439703
520	396632	7426417
521	383158	690907
522	3436191	4428974
523	746691	4198224
524	2668733	1410305
525	7281619	1393349
526	8014449	5819038
527	5851680	1679799
528	7953322	223490
529	2590411	7706137
530	4625931	4806480
531	653727	528471
532	9843408	8245068
533	4621599	4311025
534	3002602	8734611
535	455535	7808483
536	7340303	6675448
537	8510286	7919303
538	2408368	4647313
539	8934993	2772925
540	2028498	7115910
541	1625505	7341735
542	2509118	1420018
543	7868740	1098362
544	9827531	5482861
545	5863385	7318355
546	3576566	8139774
547	8751181	723103
548	4822880	4522511
549	2139094	1336020
550	6115642	5234706
551	1523815	4296895
552	754426	9985611
553	4176648	6363020
554	797418	7371335
555	3264030	7992437
556	3882676	469967
557	1933552	3603394
